,Latitude,Longitude,LONG,LAT,HUBHGT,SPDHH,SPD01,SPD02,SPD03,SPD04,SPD05,SPD06,SPD07,SPD08,SPD09,SPD10,SPD11,SPD12,geometry,distance
0,-65.565,-17.56,-57.914,-20.024,80,4.68,4.0,3.85,3.82,4.25,4.74,5.07,5.4,5.72,5.43,4.76,4.7,4.4,POINT (-57.914 -20.024),60.847580042266266
