,Latitude,Longitude,LONG,LAT,HUBHGT,SPDHH,PWRHH,WEIBC,WEIBK,FREQ00T01,FREQ01T02,FREQ02T03,FREQ03T04,FREQ04T05,FREQ05T06,FREQ06T07,FREQ07T08,FREQ08T09,FREQ09T10,FREQ10T11,FREQ11T12,FREQ12T13,FREQ13T14,FREQ14T15,FREQ15T16,FREQ16T17,FREQ17T18,FREQ18T19,FREQ19T20,FREQGT20,geometry,distance
0,-65.565,-17.56,-57.914,-20.024,140,5.45,152,6.15,2.395,0.024,0.067,0.103,0.118,0.127,0.133,0.133,0.12,0.092,0.053,0.021,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-57.914 -20.024),60.847580042266266
