,Latitude,Longitude,LONG,LAT,HUBHGT,SPDHH,FREQ00,FREQ01,FREQ02,FREQ03,FREQ04,FREQ05,FREQ06,FREQ07,FREQ08,FREQ09,FREQ10,FREQ11,FREQ12,FREQ13,FREQ14,FREQ15,SPD00,SPD01,SPD02,SPD03,SPD04,SPD05,SPD06,SPD07,SPD08,SPD09,SPD10,SPD11,SPD12,SPD13,SPD14,SPD15,PWR00,PWR01,PWR02,PWR03,PWR04,PWR05,PWR06,PWR07,PWR08,PWR09,PWR10,PWR11,PWR12,PWR13,PWR14,PWR15,geometry,distance
0,-65.565,-17.56,-57.914,-20.024,80,4.68,0.081,0.11,0.129,0.11,0.078,0.049,0.045,0.074,0.127,0.074,0.022,0.013,0.011,0.014,0.022,0.043,4.65,4.72,4.93,4.98,4.75,3.98,3.8,4.64,5.57,5.25,3.71,2.99,2.85,2.77,3.31,4.03,0.08,0.101,0.133,0.116,0.071,0.03,0.024,0.068,0.2,0.107,0.013,0.004,0.004,0.004,0.011,0.033,POINT (-57.914 -20.024),60.847580042266266
