,Latitude,Longitude,LONG,LAT,HUBHGT,SPDHH,SPD01,SPD02,SPD03,SPD04,SPD05,SPD06,SPD07,SPD08,SPD09,SPD10,SPD11,SPD12,geometry,distance
0,-65.565,-17.56,-57.914,-20.024,140,5.45,4.64,4.48,4.47,4.98,5.54,5.93,6.31,6.65,6.29,5.5,5.46,5.08,POINT (-57.914 -20.024),60.847580042266266
