,Latitude,Longitude,LONG,LAT,HUBHGT,SPDHH,FREQ00,FREQ01,FREQ02,FREQ03,FREQ04,FREQ05,FREQ06,FREQ07,FREQ08,FREQ09,FREQ10,FREQ11,FREQ12,FREQ13,FREQ14,FREQ15,SPD00,SPD01,SPD02,SPD03,SPD04,SPD05,SPD06,SPD07,SPD08,SPD09,SPD10,SPD11,SPD12,SPD13,SPD14,SPD15,PWR00,PWR01,PWR02,PWR03,PWR04,PWR05,PWR06,PWR07,PWR08,PWR09,PWR10,PWR11,PWR12,PWR13,PWR14,PWR15,geometry,distance
0,-65.565,-17.56,-57.914,-20.024,140,5.45,0.082,0.111,0.13,0.109,0.078,0.049,0.045,0.076,0.125,0.071,0.021,0.012,0.011,0.014,0.022,0.043,5.31,5.47,5.83,5.91,5.62,4.65,4.47,5.49,6.44,5.96,4.21,3.4,3.19,3.15,3.72,4.56,0.075,0.1,0.148,0.135,0.081,0.03,0.024,0.071,0.186,0.09,0.012,0.004,0.003,0.003,0.009,0.028,POINT (-57.914 -20.024),60.847580042266266
